ctrlid,label,content
1086,2.6,"'Title: 2.6; Descr: Use technical controls to ensure that only authorized software libraries, such as specific .dll, .ocx, .so, etc., files, are allowed to load into a system process. Block unauthorized libraries from loading into a system process. Reassess bi-annually, or more frequently.; Context: Inventory and Control of Software Assets - Actively manage (inventory, track, and correct) all software (operating systems and applications) on the network so that only authorized software is installed and can execute, and that unauthorized and unmanaged software is found and prevented from installation or execution.Tags: Applications, Inventory and Control of Software Assets'"
1087,2.7,"'Title: 2.7; Descr: Use technical controls, such as digital signatures and version control, to ensure that only authorized scripts, such as specific .ps1, .py, etc., files, are allowed to execute. Block unauthorized scripts from executing. Reassess bi-annually, or more frequently.; Context: Inventory and Control of Software Assets - Actively manage (inventory, track, and correct) all software (operating systems and applications) on the network so that only authorized software is installed and can execute, and that unauthorized and unmanaged software is found and prevented from installation or execution.Tags: Applications, Inventory and Control of Software Assets'"
1088,3.1,"'Title: 3.1; Descr: Establish and maintain a data management process. In the process, address data sensitivity, data owner, handling of data, data retention limits, and disposal requirements, based on sensitivity and retention standards for the enterprise. Review and update documentation annually, or when significant enterprise changes occur that could impact this Safeguard.; Context: Data Protection - Develop processes and technical controls to identify, classify, securely handle, retain, and dispose of data.Tags: Data, Data Protection'"
1089,3.10,"'Title: 3.10; Descr: Encrypt sensitive data in transit. Example implementations can include: Transport Layer Security (TLS) and Open Secure Shell (OpenSSH).; Context: Data Protection - Develop processes and technical controls to identify, classify, securely handle, retain, and dispose of data.Tags: Data, Data Protection'"
1090,3.11,"'Title: 3.11; Descr: Encrypt sensitive data at rest on servers, applications, and databases containing sensitive data. Storage-layer encryption, also known as server-side encryption, meets the minimum requirement of this Safeguard. Additional encryption methods may include application-layer encryption, also known as client-side encryption, where access to the data storage device(s) does not permit access to the plain-text data.; Context: Data Protection - Develop processes and technical controls to identify, classify, securely handle, retain, and dispose of data.Tags: Data, Data Protection'"
1091,3.12,"'Title: 3.12; Descr: Segment data processing and storage based on the sensitivity of the data. Do not process sensitive data on enterprise assets intended for lower sensitivity data.; Context: Data Protection - Develop processes and technical controls to identify, classify, securely handle, retain, and dispose of data.Tags: Network, Data Protection'"
1092,3.13,"'Title: 3.13; Descr: Implement an automated tool, such as a host-based Data Loss Prevention (DLP) tool to identify all sensitive data stored, processed, or transmitted through enterprise assets, including those located onsite or at a remote service provider, and update the enterprise's sensitive data inventory.; Context: Data Protection - Develop processes and technical controls to identify, classify, securely handle, retain, and dispose of data.Tags: Data, Data Protection'"
1093,3.14,"'Title: 3.14; Descr: Log sensitive data access, including modification and disposal.; Context: Data Protection - Develop processes and technical controls to identify, classify, securely handle, retain, and dispose of data.Tags: Data, Data Protection'"
1094,3.2,"'Title: 3.2; Descr: Establish and maintain a data inventory, based on the enterprise’s data management process. Inventory sensitive data, at a minimum. Review and update inventory annually, at a minimum, with a priority on sensitive data.; Context: Data Protection - Develop processes and technical controls to identify, classify, securely handle, retain, and dispose of data.Tags: Data, Data Protection'"
1095,3.3,"'Title: 3.3; Descr: Configure data access control lists based on a user’s need to know. Apply data access control lists, also known as access permissions, to local and remote file systems, databases, and applications.; Context: Data Protection - Develop processes and technical controls to identify, classify, securely handle, retain, and dispose of data.Tags: Data, Data Protection'"
1096,3.4,"'Title: 3.4; Descr: Retain data according to the enterprise’s data management process. Data retention must include both minimum and maximum timelines.; Context: Data Protection - Develop processes and technical controls to identify, classify, securely handle, retain, and dispose of data.Tags: Data, Data Protection'"
1097,3.5,"'Title: 3.5; Descr: Securely dispose of data as outlined in the enterprise’s data management process. Ensure the disposal process and method are commensurate with the data sensitivity.; Context: Data Protection - Develop processes and technical controls to identify, classify, securely handle, retain, and dispose of data.Tags: Data, Data Protection'"
1098,3.6,"'Title: 3.6; Descr: Encrypt data on end-user devices containing sensitive data. Example implementations can include: Windows BitLocker®, Apple FileVault®, Linux® dm-crypt.; Context: Data Protection - Develop processes and technical controls to identify, classify, securely handle, retain, and dispose of data.Tags: Devices, Data Protection'"
1099,3.7,"'Title: 3.7; Descr: Establish and maintain an overall data classification scheme for the enterprise. Enterprises may use labels, such as “Sensitive,” “Confidential,” and “Public,” and classify their data according to those labels. Review and update the classification scheme annually, or when significant enterprise changes occur that could impact this Safeguard.; Context: Data Protection - Develop processes and technical controls to identify, classify, securely handle, retain, and dispose of data.Tags: Data, Data Protection'"
1100,3.8,"'Title: 3.8; Descr: Document data flows. Data flow documentation includes service provider data flows and should be based on the enterprise’s data management process. Review and update documentation annually, or when significant enterprise changes occur that could impact this Safeguard.; Context: Data Protection - Develop processes and technical controls to identify, classify, securely handle, retain, and dispose of data.Tags: Data, Data Protection'"
1101,3.9,"'Title: 3.9; Descr: Encrypt data on removable media.; Context: Data Protection - Develop processes and technical controls to identify, classify, securely handle, retain, and dispose of data.Tags: Data, Data Protection'"
1102,4.1,"'Title: 4.1; Descr: Establish and maintain a secure configuration process for enterprise assets (end-user devices, including portable and mobile, non-computing/IoT devices, and servers) and software (operating systems and applications). Review and update documentation annually, or when significant enterprise changes occur that could impact this Safeguard.; Context: Secure Configuration of Enterprise Assets and Software - Establish and maintain the secure configuration of enterprise assets (end-user devices, including portable and mobile; network devices; non-computing/IoT devices; and servers) and software (operating systems and applications).Tags: Applications, Secure Configuration of Enterprise Assets and Software'"
1103,4.10,"'Title: 4.10; Descr: Enforce automatic device lockout following a predetermined threshold of local failed authentication attempts on portable end-user devices, where supported. For laptops, do not allow more than 20 failed authentication attempts; for tablets and smartphones, no more than 10 failed authentication attempts. Example implementations include Microsoft® InTune Device Lock and Apple® Configuration Profile maxFailedAttempts.; Context: Secure Configuration of Enterprise Assets and Software - Establish and maintain the secure configuration of enterprise assets (end-user devices, including portable and mobile; network devices; non-computing/IoT devices; and servers) and software (operating systems and applications).Tags: Devices, Secure Configuration of Enterprise Assets and Software'"
1104,4.11,"'Title: 4.11; Descr: Remotely wipe enterprise data from enterprise-owned portable end-user devices when deemed appropriate such as lost or stolen devices, or when an individual no longer supports the enterprise.; Context: Secure Configuration of Enterprise Assets and Software - Establish and maintain the secure configuration of enterprise assets (end-user devices, including portable and mobile; network devices; non-computing/IoT devices; and servers) and software (operating systems and applications).Tags: Devices, Secure Configuration of Enterprise Assets and Software'"
1105,4.12,"'Title: 4.12; Descr: Ensure separate enterprise workspaces are used on mobile end-user devices, where supported. Example implementations include using an Apple® Configuration Profile or Android™ Work Profile to separate enterprise applications and data from personal applications and data.; Context: Secure Configuration of Enterprise Assets and Software - Establish and maintain the secure configuration of enterprise assets (end-user devices, including portable and mobile; network devices; non-computing/IoT devices; and servers) and software (operating systems and applications).Tags: Devices, Secure Configuration of Enterprise Assets and Software'"
1106,4.2,"'Title: 4.2; Descr: Establish and maintain a secure configuration process for network devices. Review and update documentation annually, or when significant enterprise changes occur that could impact this Safeguard.; Context: Secure Configuration of Enterprise Assets and Software - Establish and maintain the secure configuration of enterprise assets (end-user devices, including portable and mobile; network devices; non-computing/IoT devices; and servers) and software (operating systems and applications).Tags: Network, Secure Configuration of Enterprise Assets and Software'"
1107,4.3,"'Title: 4.3; Descr: Configure automatic session locking on enterprise assets after a defined period of inactivity. For general purpose operating systems, the period must not exceed 15 minutes. For mobile end-user devices, the period must not exceed 2 minutes.; Context: Secure Configuration of Enterprise Assets and Software - Establish and maintain the secure configuration of enterprise assets (end-user devices, including portable and mobile; network devices; non-computing/IoT devices; and servers) and software (operating systems and applications).Tags: Users, Secure Configuration of Enterprise Assets and Software'"
1108,4.4,"'Title: 4.4; Descr: Implement and manage a firewall on servers, where supported. Example implementations include a virtual firewall, operating system firewall, or a third-party firewall agent.; Context: Secure Configuration of Enterprise Assets and Software - Establish and maintain the secure configuration of enterprise assets (end-user devices, including portable and mobile; network devices; non-computing/IoT devices; and servers) and software (operating systems and applications).Tags: Devices, Secure Configuration of Enterprise Assets and Software'"
1109,4.5,"'Title: 4.5; Descr: Implement and manage a host-based firewall or port-filtering tool on end-user devices, with a default-deny rule that drops all traffic except those services and ports that are explicitly allowed.; Context: Secure Configuration of Enterprise Assets and Software - Establish and maintain the secure configuration of enterprise assets (end-user devices, including portable and mobile; network devices; non-computing/IoT devices; and servers) and software (operating systems and applications).Tags: Devices, Secure Configuration of Enterprise Assets and Software'"
1110,4.6,"'Title: 4.6; Descr: Securely manage enterprise assets and software. Example implementations include managing configuration through version-controlled-infrastructure-as-code and accessing administrative interfaces over secure network protocols, such as Secure Shell (SSH) and Hypertext Transfer Protocol Secure (HTTPS). Do not use insecure management protocols, such as Telnet (Teletype Network) and HTTP, unless operationally essential.; Context: Secure Configuration of Enterprise Assets and Software - Establish and maintain the secure configuration of enterprise assets (end-user devices, including portable and mobile; network devices; non-computing/IoT devices; and servers) and software (operating systems and applications).Tags: Network, Secure Configuration of Enterprise Assets and Software'"
1111,4.7,"'Title: 4.7; Descr: Manage default accounts on enterprise assets and software, such as root, administrator, and other pre-configured vendor accounts. Example implementations can include: disabling default accounts or making them unusable.; Context: Secure Configuration of Enterprise Assets and Software - Establish and maintain the secure configuration of enterprise assets (end-user devices, including portable and mobile; network devices; non-computing/IoT devices; and servers) and software (operating systems and applications).Tags: Users, Secure Configuration of Enterprise Assets and Software'"
1112,4.8,"'Title: 4.8; Descr: Uninstall or disable unnecessary services on enterprise assets and software, such as an unused file sharing service, web application module, or service function.; Context: Secure Configuration of Enterprise Assets and Software - Establish and maintain the secure configuration of enterprise assets (end-user devices, including portable and mobile; network devices; non-computing/IoT devices; and servers) and software (operating systems and applications).Tags: Devices, Secure Configuration of Enterprise Assets and Software'"
1113,4.9,"'Title: 4.9; Descr: Configure trusted DNS servers on enterprise assets. Example implementations include: configuring assets to use enterprise-controlled DNS servers and/or reputable externally accessible DNS servers.; Context: Secure Configuration of Enterprise Assets and Software - Establish and maintain the secure configuration of enterprise assets (end-user devices, including portable and mobile; network devices; non-computing/IoT devices; and servers) and software (operating systems and applications).Tags: Devices, Secure Configuration of Enterprise Assets and Software'"
1114,5.1,"'Title: 5.1; Descr: Establish and maintain an inventory of all accounts managed in the enterprise. The inventory must include both user and administrator accounts. The inventory, at a minimum, should contain the person’s name, username, start/stop dates, and department. Validate that all active accounts are authorized, on a recurring schedule at a minimum quarterly, or more frequently.; Context: Account Management - Use processes and tools to assign and manage authorization to credentials for user accounts, including administrator accounts, as well as service accounts, to enterprise assets and software.Tags: Users, Account Management'"
1115,5.2,"'Title: 5.2; Descr: Use unique passwords for all enterprise assets. Best practice implementation includes, at a minimum, an 8-character password for accounts using MFA and a 14-character password for accounts not using MFA.; Context: Account Management - Use processes and tools to assign and manage authorization to credentials for user accounts, including administrator accounts, as well as service accounts, to enterprise assets and software.Tags: Users, Account Management'"
1116,5.3,"'Title: 5.3; Descr: Delete or disable any dormant accounts after a period of 45 days of inactivity, where supported.; Context: Account Management - Use processes and tools to assign and manage authorization to credentials for user accounts, including administrator accounts, as well as service accounts, to enterprise assets and software.Tags: Users, Account Management'"
1117,5.4,"'Title: 5.4; Descr: Restrict administrator privileges to dedicated administrator accounts on enterprise assets. Conduct general computing activities, such as internet browsing, email, and productivity suite use, from the user’s primary, non-privileged account.; Context: Account Management - Use processes and tools to assign and manage authorization to credentials for user accounts, including administrator accounts, as well as service accounts, to enterprise assets and software.Tags: Users, Account Management'"
1118,5.5,"'Title: 5.5; Descr: Establish and maintain an inventory of service accounts. The inventory, at a minimum, must contain department owner, review date, and purpose. Perform service account reviews to validate that all active accounts are authorized, on a recurring schedule at a minimum quarterly, or more frequently.; Context: Account Management - Use processes and tools to assign and manage authorization to credentials for user accounts, including administrator accounts, as well as service accounts, to enterprise assets and software.Tags: Users, Account Management'"
1119,5.6,"'Title: 5.6; Descr: Centralize account management through a directory or identity service.; Context: Account Management - Use processes and tools to assign and manage authorization to credentials for user accounts, including administrator accounts, as well as service accounts, to enterprise assets and software.Tags: Users, Account Management'"
1120,6.1,"'Title: 6.1; Descr: Establish and follow a process, preferably automated, for granting access to enterprise assets upon new hire, rights grant, or role change of a user.; Context: Access Control Management - Use processes and tools to create, assign, manage, and revoke access credentials and privileges for user, administrator, and service accounts for enterprise assets and software.Tags: Users, Access Control Management'"
1121,6.2,"'Title: 6.2; Descr: Establish and follow a process, preferably automated, for revoking access to enterprise assets, through disabling accounts immediately upon termination, rights revocation, or role change of a user. Disabling accounts, instead of deleting accounts, may be necessary to preserve audit trails.; Context: Access Control Management - Use processes and tools to create, assign, manage, and revoke access credentials and privileges for user, administrator, and service accounts for enterprise assets and software.Tags: Users, Access Control Management'"
1122,6.3,"'Title: 6.3; Descr: Require all externally-exposed enterprise or third-party applications to enforce MFA, where supported. Enforcing MFA through a directory service or SSO provider is a satisfactory implementation of this Safeguard.; Context: Access Control Management - Use processes and tools to create, assign, manage, and revoke access credentials and privileges for user, administrator, and service accounts for enterprise assets and software.Tags: Users, Access Control Management'"
1123,6.4,"'Title: 6.4; Descr: Require MFA for remote network access.; Context: Access Control Management - Use processes and tools to create, assign, manage, and revoke access credentials and privileges for user, administrator, and service accounts for enterprise assets and software.Tags: Users, Access Control Management'"
1124,6.5,"'Title: 6.5; Descr: Require MFA for all administrative access accounts, where supported, on all enterprise assets, whether managed on-site or through a third-party provider.; Context: Access Control Management - Use processes and tools to create, assign, manage, and revoke access credentials and privileges for user, administrator, and service accounts for enterprise assets and software.Tags: Users, Access Control Management'"
1125,6.6,"'Title: 6.6; Descr: Establish and maintain an inventory of the enterprise’s authentication and authorization systems, including those hosted on-site or at a remote service provider. Review and update the inventory, at a minimum, annually, or more frequently.; Context: Access Control Management - Use processes and tools to create, assign, manage, and revoke access credentials and privileges for user, administrator, and service accounts for enterprise assets and software.Tags: Users, Access Control Management'"
1126,6.7,"'Title: 6.7; Descr: Centralize access control for all enterprise assets through a directory service or SSO provider, where supported.; Context: Access Control Management - Use processes and tools to create, assign, manage, and revoke access credentials and privileges for user, administrator, and service accounts for enterprise assets and software.Tags: Users, Access Control Management'"
1127,6.8,"'Title: 6.8; Descr: Define and maintain role-based access control, through determining and documenting the access rights necessary for each role within the enterprise to successfully carry out its assigned duties. Perform access control reviews of enterprise assets to validate that all privileges are authorized, on a recurring schedule at a minimum annually, or more frequently.; Context: Access Control Management - Use processes and tools to create, assign, manage, and revoke access credentials and privileges for user, administrator, and service accounts for enterprise assets and software.Tags: Data, Access Control Management'"
1128,7.1,"'Title: 7.1; Descr: Establish and maintain a documented vulnerability management process for enterprise assets. Review and update documentation annually, or when significant enterprise changes occur that could impact this Safeguard.; Context: Continuous Vulnerability Management - Develop a plan to continuously assess and track vulnerabilities on all enterprise assets within the enterprise’s infrastructure, in order to remediate, and minimize, the window of opportunity for attackers. Monitor public and private industry sources for new threat and vulnerability information.Tags: Applications, Continuous Vulnerability Management'"
1129,7.2,"'Title: 7.2; Descr: Establish and maintain a risk-based remediation strategy documented in a remediation process, with monthly, or more frequent, reviews.; Context: Continuous Vulnerability Management - Develop a plan to continuously assess and track vulnerabilities on all enterprise assets within the enterprise’s infrastructure, in order to remediate, and minimize, the window of opportunity for attackers. Monitor public and private industry sources for new threat and vulnerability information.Tags: Applications, Continuous Vulnerability Management'"
1130,7.3,"'Title: 7.3; Descr: Perform operating system updates on enterprise assets through automated patch management on a monthly, or more frequent, basis.; Context: Continuous Vulnerability Management - Develop a plan to continuously assess and track vulnerabilities on all enterprise assets within the enterprise’s infrastructure, in order to remediate, and minimize, the window of opportunity for attackers. Monitor public and private industry sources for new threat and vulnerability information.Tags: Applications, Continuous Vulnerability Management'"
1131,7.4,"'Title: 7.4; Descr: Perform application updates on enterprise assets through automated patch management on a monthly, or more frequent, basis.; Context: Continuous Vulnerability Management - Develop a plan to continuously assess and track vulnerabilities on all enterprise assets within the enterprise’s infrastructure, in order to remediate, and minimize, the window of opportunity for attackers. Monitor public and private industry sources for new threat and vulnerability information.Tags: Applications, Continuous Vulnerability Management'"
1132,7.5,"'Title: 7.5; Descr: Perform automated vulnerability scans of internal enterprise assets on a quarterly, or more frequent, basis. Conduct both authenticated and unauthenticated scans, using a SCAP-compliant vulnerability scanning tool.; Context: Continuous Vulnerability Management - Develop a plan to continuously assess and track vulnerabilities on all enterprise assets within the enterprise’s infrastructure, in order to remediate, and minimize, the window of opportunity for attackers. Monitor public and private industry sources for new threat and vulnerability information.Tags: Applications, Continuous Vulnerability Management'"
1133,7.6,"'Title: 7.6; Descr: Perform automated vulnerability scans of externally-exposed enterprise assets using a SCAP-compliant vulnerability scanning tool. Perform scans on a monthly, or more frequent, basis.; Context: Continuous Vulnerability Management - Develop a plan to continuously assess and track vulnerabilities on all enterprise assets within the enterprise’s infrastructure, in order to remediate, and minimize, the window of opportunity for attackers. Monitor public and private industry sources for new threat and vulnerability information.Tags: Applications, Continuous Vulnerability Management'"
1134,7.7,"'Title: 7.7; Descr: Remediate detected vulnerabilities in software through processes and tooling on a monthly, or more frequent, basis, based on the remediation process.; Context: Continuous Vulnerability Management - Develop a plan to continuously assess and track vulnerabilities on all enterprise assets within the enterprise’s infrastructure, in order to remediate, and minimize, the window of opportunity for attackers. Monitor public and private industry sources for new threat and vulnerability information.Tags: Applications, Continuous Vulnerability Management'"
1135,8.1,"'Title: 8.1; Descr: Establish and maintain an audit log management process that defines the enterprise’s logging requirements. At a minimum, address the collection, review, and retention of audit logs for enterprise assets. Review and update documentation annually, or when significant enterprise changes occur that could impact this Safeguard.; Context: Audit Log Management - Collect, alert, review, and retain audit logs of events that could help detect, understand, or recover from an attack.Tags: Network, Audit Log Management'"
1136,8.10,"'Title: 8.10; Descr: Retain audit logs across enterprise assets for a minimum of 90 days.; Context: Audit Log Management - Collect, alert, review, and retain audit logs of events that could help detect, understand, or recover from an attack.Tags: Network, Audit Log Management'"
1137,8.11,"'Title: 8.11; Descr: Conduct reviews of audit logs to detect anomalies or abnormal events that could indicate a potential threat. Conduct reviews on a weekly, or more frequent, basis.; Context: Audit Log Management - Collect, alert, review, and retain audit logs of events that could help detect, understand, or recover from an attack.Tags: Network, Audit Log Management'"
1138,8.12,"'Title: 8.12; Descr: Collect service provider logs, where supported. Example implementations include collecting authentication and authorization events, data creation and disposal events, and user management events.; Context: Audit Log Management - Collect, alert, review, and retain audit logs of events that could help detect, understand, or recover from an attack.Tags: Data, Audit Log Management'"
1139,8.2,"'Title: 8.2; Descr: Collect audit logs. Ensure that logging, per the enterprise’s audit log management process, has been enabled across enterprise assets.; Context: Audit Log Management - Collect, alert, review, and retain audit logs of events that could help detect, understand, or recover from an attack.Tags: Network, Audit Log Management'"
1140,8.3,"'Title: 8.3; Descr: Ensure that logging destinations maintain adequate storage to comply with the enterprise’s audit log management process.; Context: Audit Log Management - Collect, alert, review, and retain audit logs of events that could help detect, understand, or recover from an attack.Tags: Network, Audit Log Management'"
1141,8.4,"'Title: 8.4; Descr: Standardize time synchronization. Configure at least two synchronized time sources across enterprise assets, where supported.; Context: Audit Log Management - Collect, alert, review, and retain audit logs of events that could help detect, understand, or recover from an attack.Tags: Network, Audit Log Management'"
1142,8.5,"'Title: 8.5; Descr: Configure detailed audit logging for enterprise assets containing sensitive data. Include event source, date, username, timestamp, source addresses, destination addresses, and other useful elements that could assist in a forensic investigation.; Context: Audit Log Management - Collect, alert, review, and retain audit logs of events that could help detect, understand, or recover from an attack.Tags: Network, Audit Log Management'"
1143,8.6,"'Title: 8.6; Descr: Collect DNS query audit logs on enterprise assets, where appropriate and supported.; Context: Audit Log Management - Collect, alert, review, and retain audit logs of events that could help detect, understand, or recover from an attack.Tags: Network, Audit Log Management'"
1144,8.7,"'Title: 8.7; Descr: Collect URL request audit logs on enterprise assets, where appropriate and supported.; Context: Audit Log Management - Collect, alert, review, and retain audit logs of events that could help detect, understand, or recover from an attack.Tags: Network, Audit Log Management'"
1145,8.8,"'Title: 8.8; Descr: Collect command-line audit logs. Example implementations include collecting audit logs from PowerShell®, BASH™, and remote administrative terminals.; Context: Audit Log Management - Collect, alert, review, and retain audit logs of events that could help detect, understand, or recover from an attack.Tags: Devices, Audit Log Management'"
1146,8.9,"'Title: 8.9; Descr: Centralize, to the extent possible, audit log collection and retention across enterprise assets.; Context: Audit Log Management - Collect, alert, review, and retain audit logs of events that could help detect, understand, or recover from an attack.Tags: Network, Audit Log Management'"
1147,9.1,"'Title: 9.1; Descr: Ensure only fully supported browsers and email clients are allowed to execute in the enterprise, only using the latest version of browsers and email clients provided through the vendor.; Context: Email and Web Browser Protections - Improve protections and detections of threats from email and web vectors, as these are opportunities for attackers to manipulate human behavior through direct engagement.Tags: Applications, Email and Web Browser Protections'"
1148,9.2,"'Title: 9.2; Descr: Use DNS filtering services on all enterprise assets to block access to known malicious domains.; Context: Email and Web Browser Protections - Improve protections and detections of threats from email and web vectors, as these are opportunities for attackers to manipulate human behavior through direct engagement.Tags: Network, Email and Web Browser Protections'"
1149,9.3,"'Title: 9.3; Descr: Enforce and update network-based URL filters to limit an enterprise asset from connecting to potentially malicious or unapproved websites. Example implementations include category-based filtering, reputation-based filtering, or through the use of block lists. Enforce filters for all enterprise assets.; Context: Email and Web Browser Protections - Improve protections and detections of threats from email and web vectors, as these are opportunities for attackers to manipulate human behavior through direct engagement.Tags: Network, Email and Web Browser Protections'"
1150,9.4,"'Title: 9.4; Descr: Restrict, either through uninstalling or disabling, any unauthorized or unnecessary browser or email client plugins, extensions, and add-on applications.; Context: Email and Web Browser Protections - Improve protections and detections of threats from email and web vectors, as these are opportunities for attackers to manipulate human behavior through direct engagement.Tags: Applications, Email and Web Browser Protections'"
1151,9.5,"'Title: 9.5; Descr: To lower the chance of spoofed or modified emails from valid domains, implement DMARC policy and verification, starting with implementing the Sender Policy Framework (SPF) and the DomainKeys Identified Mail (DKIM) standards.; Context: Email and Web Browser Protections - Improve protections and detections of threats from email and web vectors, as these are opportunities for attackers to manipulate human behavior through direct engagement.Tags: Network, Email and Web Browser Protections'"
1152,9.6,"'Title: 9.6; Descr: Block unnecessary file types attempting to enter the enterprise’s email gateway.; Context: Email and Web Browser Protections - Improve protections and detections of threats from email and web vectors, as these are opportunities for attackers to manipulate human behavior through direct engagement.Tags: Network, Email and Web Browser Protections'"
1153,9.7,"'Title: 9.7; Descr: Deploy and maintain email server anti-malware protections, such as attachment scanning and/or sandboxing.; Context: Email and Web Browser Protections - Improve protections and detections of threats from email and web vectors, as these are opportunities for attackers to manipulate human behavior through direct engagement.Tags: Network, Email and Web Browser Protections'"
2001,DE.AE-1,"' A baseline of network operations and expected data flows for users and systems is established and managed; Category: Anomalies and Events (DE.AE): Anomalous activity is detected and the potential impact of events is understood., Function:DETECT (DE)'"
2002,DE.AE-2,"' Detected events are analyzed to understand attack targets and methods; Category: Anomalies and Events (DE.AE): Anomalous activity is detected and the potential impact of events is understood., Function:DETECT (DE)'"
2003,DE.AE-3,"' Event data are collected and correlated from multiple sources and sensors; Category: Anomalies and Events (DE.AE): Anomalous activity is detected and the potential impact of events is understood., Function:DETECT (DE)'"
2004,DE.AE-4,"' Impact of events is determined; Category: Anomalies and Events (DE.AE): Anomalous activity is detected and the potential impact of events is understood., Function:DETECT (DE)'"
2005,DE.AE-5,"' Incident alert thresholds are established; Category: Anomalies and Events (DE.AE): Anomalous activity is detected and the potential impact of events is understood., Function:DETECT (DE)'"
2006,DE.CM-1,"' The network is monitored to detect potential cybersecurity events; Category: Security Continuous Monitoring (DE.CM): The information system and assets are monitored to identify cybersecurity events and verify the effectiveness of protective measures., Function:DETECT (DE)'"
2007,DE.CM-2,"' The physical environment is monitored to detect potential cybersecurity events; Category: Security Continuous Monitoring (DE.CM): The information system and assets are monitored to identify cybersecurity events and verify the effectiveness of protective measures., Function:DETECT (DE)'"
2008,DE.CM-3,"' Personnel activity is monitored to detect potential cybersecurity events; Category: Security Continuous Monitoring (DE.CM): The information system and assets are monitored to identify cybersecurity events and verify the effectiveness of protective measures., Function:DETECT (DE)'"
2009,DE.CM-4,"' Malicious code is detected; Category: Security Continuous Monitoring (DE.CM): The information system and assets are monitored to identify cybersecurity events and verify the effectiveness of protective measures., Function:DETECT (DE)'"
2010,DE.CM-5,"' Unauthorized mobile code is detected; Category: Security Continuous Monitoring (DE.CM): The information system and assets are monitored to identify cybersecurity events and verify the effectiveness of protective measures., Function:DETECT (DE)'"
2011,DE.CM-6,"' External service provider activity is monitored to detect potential cybersecurity events; Category: Security Continuous Monitoring (DE.CM): The information system and assets are monitored to identify cybersecurity events and verify the effectiveness of protective measures., Function:DETECT (DE)'"
2012,DE.CM-7,"' Monitoring for unauthorized personnel, connections, devices, and software is performed; Category: Security Continuous Monitoring (DE.CM): The information system and assets are monitored to identify cybersecurity events and verify the effectiveness of protective measures., Function:DETECT (DE)'"
2013,DE.CM-8,"' Vulnerability scans are performed; Category: Security Continuous Monitoring (DE.CM): The information system and assets are monitored to identify cybersecurity events and verify the effectiveness of protective measures., Function:DETECT (DE)'"
2014,DE.DP-1,"' Roles and responsibilities for detection are well defined to ensure accountability; Category: Detection Processes (DE.DP): Detection processes and procedures are maintained and tested to ensure awareness of anomalous events., Function:DETECT (DE)'"
2015,DE.DP-2,"' Detection activities comply with all applicable requirements; Category: Detection Processes (DE.DP): Detection processes and procedures are maintained and tested to ensure awareness of anomalous events., Function:DETECT (DE)'"
2016,DE.DP-3,"' Detection processes are tested; Category: Detection Processes (DE.DP): Detection processes and procedures are maintained and tested to ensure awareness of anomalous events., Function:DETECT (DE)'"
2017,DE.DP-4,"' Event detection information is communicated; Category: Detection Processes (DE.DP): Detection processes and procedures are maintained and tested to ensure awareness of anomalous events., Function:DETECT (DE)'"
2018,DE.DP-5,"' Detection processes are continuously improved; Category: Detection Processes (DE.DP): Detection processes and procedures are maintained and tested to ensure awareness of anomalous events., Function:DETECT (DE)'"
2019,ID.AM-1,"' Physical devices and systems within the organization are inventoried; Category: Asset Management (ID.AM): The data, personnel, devices, systems, and facilities that enable the organization to achieve business purposes are identified and managed consistent with their relative importance to organizational objectives and the organization’s risk strategy., Function:IDENTIFY (ID)'"
2020,ID.AM-2,"' Software platforms and applications within the organization are inventoried; Category: Asset Management (ID.AM): The data, personnel, devices, systems, and facilities that enable the organization to achieve business purposes are identified and managed consistent with their relative importance to organizational objectives and the organization’s risk strategy., Function:IDENTIFY (ID)'"
2021,ID.AM-3,"' Organizational communication and data flows are mapped; Category: Asset Management (ID.AM): The data, personnel, devices, systems, and facilities that enable the organization to achieve business purposes are identified and managed consistent with their relative importance to organizational objectives and the organization’s risk strategy., Function:IDENTIFY (ID)'"
2022,ID.AM-4,"' External information systems are catalogued; Category: Asset Management (ID.AM): The data, personnel, devices, systems, and facilities that enable the organization to achieve business purposes are identified and managed consistent with their relative importance to organizational objectives and the organization’s risk strategy., Function:IDENTIFY (ID)'"
2023,ID.AM-5,"' Resources (e.g., hardware, devices, data, time, personnel, and software) are prioritized based on their classification, criticality, and business value; Category: Asset Management (ID.AM): The data, personnel, devices, systems, and facilities that enable the organization to achieve business purposes are identified and managed consistent with their relative importance to organizational objectives and the organization’s risk strategy., Function:IDENTIFY (ID)'"
2024,ID.AM-6,"' Cybersecurity roles and responsibilities for the entire workforce and third-party stakeholders (e.g., suppliers, customers, partners) are established; Category: Asset Management (ID.AM): The data, personnel, devices, systems, and facilities that enable the organization to achieve business purposes are identified and managed consistent with their relative importance to organizational objectives and the organization’s risk strategy., Function:IDENTIFY (ID)'"
2025,ID.BE-1,"' The organization’s role in the supply chain is identified and communicated; Category: Business Environment (ID.BE): The organization’s mission, objectives, stakeholders, and activities are understood and prioritized; this information is used to inform cybersecurity roles, responsibilities, and risk management decisions., Function:IDENTIFY (ID)'"
2026,ID.BE-2,"' The organization’s place in critical infrastructure and its industry sector is identified and communicated; Category: Business Environment (ID.BE): The organization’s mission, objectives, stakeholders, and activities are understood and prioritized; this information is used to inform cybersecurity roles, responsibilities, and risk management decisions., Function:IDENTIFY (ID)'"
